id,brand,categories,reviews.text
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers",I love this product because it does EXACTLY what it says it will do ! My color remains beautiful and fresh and my hair feels luxurious and the volume sensational. Definitely recommend :)
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers","My friend got this shampoo and conditioner for me and it worked great, kept my hair clean, hydrated and actually helped keep my hair died red for over two months!"
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers","I decided to try color preserve when my color was fading. My color lasted longer and I like the smooth, silkiness of the shampoo."
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers","love the way my color lasted, shined had more volume than usual after I used Color Preserve Volume Shampoo."
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers",It is absolutly weightless!!! I didnt understand that untill i tried it then i was lk aaaaahhhhhh!!
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers",This product helped give my hair volume and kept my color looking new longer than anything else has!
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers",This product creates awesome body to the hair. A must for flat heads
AV1YmBrdGV-KLJ3adewb,Pantene,"Personal Care,Hair Care,Shampoo,Shampoos,Curling Irons & Wands,Daily Shampoo,Shampoo Plus Conditioner,Beauty,Color Additives & Fillers",Pantene Color Preserve helps keep your hair color longer!
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I have very oily, fine hair and this shampoo just made my hair look dirtier than before washing it. My hair was greasy and heavy. I thought maybe I just didn't rinse well enough so I gave it another try a few days later but had the same results. I can say that it smelled good!"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I've used your volume product for years but all of the sudden you removed the 2-in-1 so I switched to this and the conditioner then you changed the shampoo and the conditioner (which wasn't nearly as good as the 2-in-1 but was better than nothing) ! I loved your product but now I have to find another unfortunately nothing you offer compares to the quality you used to have! Why would you change such a great product! I wish you'd bring back the 2-in-1! For me being a man with baby fine hair it was the only product on the market that didn't cause me to lose hair or dry it out and didn't have an over powering feminine scent! I really wish you'd stop messing with good things!
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I have been using aussome volume for over 10 years except it used to be called real volume. I would really like to know if you changed the formula for it. The last 6 or so months I've been having scalp problems with sores and my hair falling out. The last couple of bottles I purchased have had a much stronger smell to it and it is drying my hair and scalp out really bad. It never used to do this. It always made my hair really thicker looking and just really nice. Hardly ever had to use conditioner. Please if you could let me know about that I would really appreciate it. I haven't ever thought about switching from Aussie but now I think I have too.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","i tried this hoping it would give great results. it was the opposite effect. my hair became limp, flat, and greasy not to mention it felt grimy and dirty. i usually like these products but was diappointed. sorry aussie:("
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",IT LEAVES MY HAIR AND SCALP DRIED OUT. IT DOES PROVIDE ANY VOLUME.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","You changed the smell! The bottle I just used up says the scent is white ginger, the new one says it's jojoba, but it smells like cherries or something. Why in the world have you changed the formula! I've used this for over 10 years, and the smell was always the same, even if the formula was changed. I miss the old smell, it was my favorite. Now I have to find another shampoo with a mild scent that I like. Rude."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","The scent is too strong, it burns your eyes, and leaves your hair very dry. Avoid it. When it comes to shampoo and conditioner you really get what you pay for."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I received this as a sample from influenster. First, let me say I love the smell. It is fresh and fruity and very good. However, when I was rinsing it out, it took all the 'slip' out of my hair and my hair felt pure straw!!! I am sad, because I loved the smell."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I use this because it has very little fragrance, but the containers are pure torture to use. You can barely open and close them, so I have to put it in another bottle."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I received this product free for testing purposes, but my opinions are 100 my own. I didn't fall in love with this shampoo. I think it dried out my hair. Once I rinsed it out, I instantly felt like I needed a lot of conditioner to make up for the dryness. I think there are better shampoos at the drugstore, but I didn't hate it."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",This shampoo smells great and does a good job at cleaning my hair. I've been using this product for about 2-3 weeks. However I do not notice a difference in the volume of my hair. I have thick coarse hair which is hard to hold any volume even with teasing. If you have less coarse hair this might work better for you. I used this with their volumizing conditioner and spray and did not see a difference. I received this product for free but all opinions are my own
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I do not feel like I had more volume after using this. Which is the whole point right I also could not stand the smell. That is just preference of course. But I was self conscious about it. Don't get me wrong it's not a bad shampoo but I didn't see a difference in volume. It did not make my hair worse. I did recieve this shampoo for free for testing purposes but all opinions are my own.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I was very disappointed with this shampoo. It didnt give me any volume. In fact it made my hair oily and flat. I lile aussir products but this one just doesn't hold up. I tested Aussie for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I use this because it has very little fragrance, but the containers are pure torture to use. You can barely open and close them, so I have to put it in another bottle."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","Makes my hair clean, soft, and smooth without weighing it down! Touchable volume and silky finish. It also smells so good. I was sent this product for reviewing purposes but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I thought this shampoo was great it felt good in my hair it didn't dry my hair out or make it overly oily. however the smell was a little strong for me it did smell good just alittle strong that's my only dislike. However if smell really doesn't bother you then you'll love this shampoo. I was given this product to try and review by influencer. However my opinion of the product is my own.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I received this item for free and in my opinion I would love to use this product everyday! It is wonderful, the shampoo lathers really well and has a light citrusy scent. The conditioner is not greasy and I did notice that after a week of daily use that my hair does seem much thicker then usual! I would definitely buy this again."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I love this shampoo so much! It leaves my hair feeling extra soft and lightweight! I do not see a difference with the volume in my hair after using this - that's why I gave this product 4 out of 5. Otherwise, I absolutely love this product so much and will repurchase! *I received this product via Influenster to try for free review"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","This product is pretty good, but it's not really right for me. It doesn't make my hair as smooth as some other products I use, but that doesn't mean it couldn't do that for yours. It'd like it to provide a little more volume for what it's advertising. I tested this product for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","My initial reaction was that the bottle was very hard to open and that the scent was not all that great. However, after using it, I loved the way it made my hair feel. It felt soft and the difference in volume from my regular shampoo was noticeable. I received this product for free. Opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","So, i like this product because it tends to make my hair a little more dry and for me that is good up top because my hair gets very greasy very quickly. However because of this my hair gets more tangled than usual."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I love this shampoo. I have extremely thick hair but this shampoo lathers up nicely and I an use less than I normally would. It doesn't weigh my hair down like other shampoos either. Like all Aussie products, the smell is fantastic and lasts all day. I tried Aussie for free but these are my own opinions"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I loved this shampoo. Ive always loved aussie especially the smell of it. This shampoo is light i have thin staright hair and in always worried anything that promises volume will weigh it down but it left my hair bouncy and soft. I got this product for free but will purchase once i run out because i loved it
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I was given this product to rest for free from Influenster but alll opinions are my own. I liked this shampoo for the value and smell, but I didn't find it particularly volumizing. I have fairly flat hair so it takes a lot to work volume on me."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","Light, refreshing, and foamy - this shampoo really does a great job cleaning hair without leaving it heavy or stripped. Lots of foam, and lots of volume! I didn't like the packaging, but I did like the shampoo. I received this to review - but my opinions are my own"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I'm a fan of this shampoo. The fragrance wasn't overpowering and the thickness of it was good quality. A little of it goes a long way. I have very long way so this is a huge factor for me. It washed very well. As for added volume, there was some slight addition after a couple washes along with the conditioner. I did however, feel like the shampoo stripped a lot of the (good) oils from my hair and it felt dry before conditioning. So I needed to add extra to put the moisture back in. I received this product to review, but the review is completely my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","My boyfriend and I have both been using this shampoo and we both love it. He has thick hair and doesn't really need to use it at all, but I have really thin hair that tends to just sit flat on my head, especially at the roots. This shampoo smells wonderful and gives me volume all day long. I use it second in my routine....condition first, then shampoo. The ONLY con I have found with it is that it makes my hair stick together when I rinse it out and super hard to brush. Other than that, love it. Disclaimer: I tested this Aussie product for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I loved the smell and usually really enjoy Aussie products. My hair is dyed and it did seem to strip the color quickly so I'd prefer a more color friendly option. As far as the volume, I saw no difference in this shampoo and any other shampoo I've ever used. Combined with other products or worked nicely. I received this product for free to review in exchange for my opinions."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I am absolutely in love with this Aussie Aussome shampoo. I have been using it for a little over a week and my hair is visibly shinier, and smooth to the point where I can run my fingers through it and there isn't a single tangle.This leaves my hair feeling really clean, but also really smooth and shiny. This is also a pretty good deal. I recommend using it with the Aussome Conditioner. I received this product for free to review from influenster for testing purposes."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","This shampoo made my hair super soft and smooth, and did give it volume. Plus, it smells great! A little bit goes a long way. It's super sudsy, which leads me to the downside. It contains sulfates, and I try to stay away from shampoos containing sulfates. I guess the other thing that was a con was that it's a bit difficult to open the lid when you're in the shower. It can be a bit hard to open. (Disclaimer: I tested Aussie for free, but all opinions are my own.)"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I really liked this shampoo, it smells great and it added a little bit of extra volume to my hair. There's only one problem - the shampoo bottle is hard to open. Disclaimer: I received this product for free in an Aussie VoxBox from influenster, but all my opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",This shampoo feels very lathering on the hair. It really foams up so a little goes a long way. My hair feels clean right after I use it. It has a very fruity smell and the closest that I can compare it to is skittles. The only thing is that this precept doesn't give me the volume that I am looking for or that I was expecting. I will be using other Aussie products just not this one in particular. I did try this product for free but all opinions are my own.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",The product is great. Cleans and adds volume to hair without weighing it down.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",Enjoyed it
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",what is the fragrance is it lavender smells like it but ingredients don't say thanks
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","My husband, two year old daughter and I all used this shampoo and conditioner with no complaints. Left my hair feeling soft and clean. I tested Aussie for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",Loved this shampoo! It's lathering and smells great! It's perfect for limp or flat hair and really helps boost up the volume when used more and more. Thanks Aussie!!!
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I really like this shampoo! It smelled great and seemed to really work with my hair! But if you are looking for moisture this is not for you.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","Lathers well, smells great, cleans thoroughly, inexpensive, removes buildup. Highly recommend. I think it's more of a clarifying shampoo, which I love because nothing makes hair meaner than leftover styling products. I also think, quite frankly, the little kangaroo on the bottle is adorable, not that I only use shampoo endorsed by marsupials. Cheers."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I had to take off one star because of the bottle design for the 13.5oz bottle. Though it is unique, the cap is very tight and super hard to open - I thought it was just me, but upon asking my friends and family that also use this product, they, too, agreed that the cap is too tight and difficult to open. (Especially if you have nails - be super careful, as I have already broken two nails opening this product). It's a shame because the product itself is wonderful - smells great, works great, delivers perfect oomph and volume to your hair, leaves it wonderfully lightly scented, decent price, and is an overall great product. I ended up simply prying the cap open before I go to use the shampoo/conditioner, and pouring it into an empty bottle from another shampoo brand. I would love if a new cap design/technology was looked into for a smoother, easier opening!"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I love this shampoo so much! It leaves my hair feeling extra soft and lightweight! I do not see a difference with the volume in my hair after using this - that's why I gave this product 4 out of 5. Otherwise, I absolutely love this product so much and will repurchase! *I received this product via Influenster to try for free review"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I have used this product (along with the aussome volume conditioner and hairspray) for the past 2 weeks, and I love it! I have gotten so many compliments on the shine and volume of my hair since I have used this product! It's a great price and a great set to use if volume and shine are what you're looking for. I will definitely be purchasing this product again in the future! While I did receive this product for free to test, all of these opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I am a huge fan of this shampoo. I love the scent and it leaves my hair feeling clean. I paired it with the conditioner and my hair feels alive. I highly recommend this product. I was selected to test Aussie for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","My wife has been using Aussie for years. First attempt at this type, likes it very much. She claims that it adds shine and fullness."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I have received this product for free for review but it I always state my true and honest opinion! This shampoo has been great for me. It smells so delicious!!! It doesn't dry my hair and leave it knotty like other shampoos. After showering my hair absolutely feels nice and does have a little volume.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I love the smell of this Aussie shampoo. It gets my hair very clean without drying it out. I love how soft my hair feels after using this. I have fine hair, and i did notice a bit of volume after using this shampoo. I received this Aussie product for free in an Influenster Voxbox for testing purposes. My opinions are completely my own! :)"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I use this shampoo once every other day in the shower. The smell is nice and the shampoo foams up great! I use Aussome Volume Conditioner as well and wake up with great, volumized hair. I even had a friend comment on how much body I had. I tested Aussie for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I was very impressed with the clean feeling this shampoo gave my hair after using it. It has a nice scent and when combined with awesome volume conditioner (which I did) leaves hair with a tremendous amount of body and shine. I received this product for free and these opinions are my own.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I love the smell of this shampoo. Plus my hair feels so soft side I have started using it. Using this with other products of the Volume collecting I can tell a difference. I received this Aussie product for free in an Influenster Voxbox for testing purposes. My opinions are completely my own!
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",Very pleased with this product! I paired this with the Aussie Volume Conditioner. I have very fine straight hair so it definitely helped me to achieve volume when scrunching my hair! Would recommend. I tried Aussie for free and my opinions are my own.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I love having big, bouncy, full of volume hair, especially when I curl it. My favorite quality of this shampoo is that it doesn't leave my hair feeling heavy or weighed down. And it also smells SO good! This will definitely be my go to shampoo now!"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I am a huge fan of this shampoo. I love the scent and it leaves my hair feeling clean. I paired it with the conditioner and my hair feels alive. I highly recommend this product. I was selected to test Aussie for free, but all opinions are my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","As a mom of a tiny hurricane toddler, washing my hair comes lucky enough if I can do it twice a week. My old shampoos by that point have left my hair feeling greasy and not good. I tried the Aussie Volume Shampoo, not only does it smell amazing it hasn't made my hair feel gross. The bottle is a little hard to open but I'm okay with that, or else tiny human will pour it everywhere. I did notice volume when I've left my hair down or the extra oomph to my mom bun. I received this product for free but the opinions are my own. And this brand will be replacing my old go to."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I want to start off by saying that i did recieve this aussie volume shampoo free for my review and honest feedback. I really am in love with the amazing clean smell that this shampoo has. I have always been a huge fan of aussie products for this reason but also for the quality and great results that i get when using. I recieved the volume shampoo and it really does work. I like how it doesnt leave my hair greasy and lifeless like most other hair brands and it gives me that extra boost of volume i need. I would recommend to anyone looking for that extra volume and that smell good hair all day long.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I bought this shampoo yesterday and tried it for the first time. I like the scent, and love how my hair looks! It is noticeably fuller and has lift at the crown. Much more volume than with other more expensive shampoos. So happy I found it. I have highlighted and lowlighted hair and it makes it nicely full but not coarse. Thank you for a great product!"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",I received my Aussie voluminizimg shampoo from Influenster this past week . I have been using the shampoo for about a week and I must say that I love how soft it leaves my hair. Not only do I love the softness I also love that it's full of volume. I've tried high and shampooed that claim my hair will be voluminous and I have to say that Aussie is by far my favorite ! We girl wants to have soft manageable hair and the shampoo has given me that I've added curls and they stay all day thank you so much Aussie !!
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I received some Aussie products free from Influenster to try and I have to say that I really, really like them. They smell great and my hair is so smooth and manageable and has more volume than when using my regular brand. I will definitely buy Aussie from now on!"
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I have very thin, fine hair. I'm growing it out so it's usually pretty flat just because it gets weighed down so easily. But this is the very first product that has actually worked in giving me volume! And I've tried a ton of products. I'm so impressed with this line. It also smells great! I received this product as a test product from Influenster and I will most definitely be buying it in the future."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","I don't use a lot of shampoo but with this kind, you don't need a lot. I was able to work up a lather really easy and the smell was absolutely amazing. Once I rinsed it out I used the aussie volume conditioner. I dried my hair upside down and the volume was amazing. I have recommended this to friends and family already. I did receive this for free but all opinions are honest and my own."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo","This shampoo does work as advertised, leaving hair clean, soft and with as much extra volume as other volumizer shampoos I've tried."
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",This shampoo is used by my husband who wanted a good shampoo that really cleaned his hair well and this is really awesome. Smells great and the conditioner keeps his hair looking and feeling just right.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",Leaves your hair soft and smelling very nice.
AV1YmDL9vKc47QAVgr7_,Aussie,"Personal Care,Hair Care,Shampoo,Beauty,Shampoo & Conditioner,Shampoos,Daily Shampoo",My previous shampoo left my hair greasy. This product is great and does not leave it greasy.
