1	  color 																																																														
2	  version 	  part 	  howev 	  hair 	  prefer 	  volum 	  hair 																																																								
3	  dy 	  hair 	  fuller 	  scent 	  pleasant 	  version 	  improv 																																																								
4	  product 	  year 	  choic 	  gettibg 	  hair 	  retain 	  luster 	  week 	  sinc 	  look 	  stay 	  product 	  see 	  result 																																																	
5	  work 	  happi 	  others 																																																												
6	  love 	  use 	  thank 																																																												
7	  love 	  shampooconditioner 	  use 	  color 	  treat 	  hair 	  hair 	  greasi 	  feel 	  brand 	  product 	  anyon 	  color 	  hair 	  amaz 	  brand 	  panten 																																														
84	  product 																																																														
85	  wife 																																																														
86	  product 	  recommend 	  perfect 																																																												
87	  product 	  use 	  hair 	  awesom 																																																											
88	  product 																																																														
89	  product 	  tester 	  condit 	  hair 	  product 	  difference 	  hair 	  hair 	  smell 																																																						
90	  love 	  realli 	  curli 	  hair 	  scalp 	  look 	  defin 	  time 	  friend 																																																						
91	  shampoo 	  cant 	  hair 	  thru 	  water 	  continu 	  repurchase 	  hair 	  find 	  shampoo 																																																					
92	  product 	  hair 	  feel 	  scent 	  bonu 	  ensur 	  aussi 	  opinion 																																																							
93	  hair 	  aussi 	  use 	  day 	  love 	  smell 	  ne 	  dandruff 	  alergi 	  control 																																																					
94	  enjoy 	  test 	  aussi 	  opinion 																																																											
95	  shampoo 	  use 	  product 	  smell 	  light 	  weight 	  difference 	  shampoo 																																																							
96	  product 	  shampoo 	  work 	  hair 	  volum 	  receiv 	  review 																																																								
97	  feel 	  work 	  amsingli 	  product 	  everi 	  body 	  volume 																																																								
98	  shampoo 	  hair 	  shampoo 																																																												
99	  shampoo 	  product 	  test 	  purpos 	  opinion 																																																										
100	  realli 	  product 	  test 	  purpos 	  opinion 																																																										
101	  test 	  shampoolath 	  greatrins 	  amountso 	  time 	  product 																																																									
102	  aussi 	  shampoo 	  decid 	  residu 	  lather 	  fun 	  fragrancealbeit 	  way 	  shampoo 	  thick 	  hope 	  happi 	  nowand 	  lot 	  someon 	  aussie 																																															
103	  work 	  aussom 	  volum 	  shampoo 	  accid 	  visit 	  rel 	  departure 	  sooo 	  lather 	  hair 	  volume 	  i 	  product 	  itonli 	  point 	  time 	  way 	  product 																																												
104	  im 	  grate 	  conditionerrecommend 	  use 	  type 	  hair 	  blond 	  babi 	  dri 																																																						
105	  product 	  kind 	  see 	  product 	  thought 	  reason 	  hair 	  water 	  peopl 	  water 	  rest 	  famili 	  hair 	  le 	  healthi 	  look 	  disgust 	  hair 	  continu 	  wash 	  combo 	  fix 	  problem 	  expens 	  water 	  shampoo 	  work 	  water 	  issue 	  shampoo 	  realli 																																
106	  load 	  hair 																																																													
107	  time 	  sud 	  hair 	  manageable 																																																											
108	  receiv 	  tri 	  type 	  product 	  tri 	  time 	  littl 	  im 	  realli 	  glad 	  love 	  smell 	  hair 	  smell 	  delici 	  scent 	  volum 	  hair 	  light 	  volume 	  complaint 	  packag 	  tri 	  break 	  time 	  tri 	  product 	  opinion 																																			
109	  hair 	  aussi 	  voluminizimg 	  shampoo 	  influenst 	  week 	  use 	  week 	  leav 	  hair 	  soft 	  volume 	  iv 	  tri 	  shampoo 	  claim 	  hair 	  volumin 	  girl 	  manag 	  ad 	  curl 	  day 	  aussi 																																							
110	  love 	  im 	  pretti 	  product 	  work 	  volume 	  iv 	  product 	  im 	  line 	  product 	  test 	  product 	  influenst 	  definit 																																																
111	  hair 	  smell 	  dri 	  love 	  hair 	  feel 	  hair 	  bit 	  use 	  shampoo 	  receiv 	  product 	  influenst 	  voxbox 	  test 	  opinion 	  complet 																																														
112	  receiv 	  test 	  aussi 	  opinion 																																																											
113	  favorit 	  product 	  influenst 	  tri 	  hair 	  manag 	  volum 	  use 	  brand 	  definit 	  aussi 																																																				
114	  lot 	  shampoo 	  hair 	  shampoo 	  perfect 	  price 	  awesome 	  use 	  day 	  stock 	  famili 	  use 																																																			
115	  think 	  fall 	  hair 	  product 	  cut 																																																										
116	  shampoo 	  batch 	  there 	  EX 	  product 	  week 	  becom 	  wateri 	  mess 																																																						
117	  hi 	  hair 	  life 																																																												
118	  use 	  line 	  use 	  sinc 	  school 	  smell 	  concern 	  chang 	  suav 	  sleek 																																																					
119	  excit 	  love 	  shine 	  shampoo 	  condition 	  time 	  smell 	  put 	  hair 	  super 	  smell 	  thought 	  mayb 	  batch 	  bottl 	  iv 	  disappoint 																																														
120	  shampoo 	  purchas 	  specif 	  formula 	  suav 	  sinc 	  alway 	  problem 	  frizz 	  hair 	  time 	  waxi 	  hair 	  dull 	  chang 	  amount 	  condition 	  hair 	  love 	  scent 	  way 																																										
121	  use 	  smell 	  conditioner 	  condition 	  tire 	  cleaner 	  friend 	  smell 	  plastic 	  wrap 	  hair 																																																				
122	  product 	  product 	  coupl 	  year 	  realli 	  way 	  way 	  hair 	  month 	  time 	  day 	  becam 	  dri 	  itchi 	  scrape 	  scalp 	  caus 	  sore 	  head 	  hairbrush 	  everi 	  week 	  hair 	  becom 	  allerg 	  condition 	  boyfriend 	  becam 	  dri 	  sever 	  itchy 																																
123	  profession 	  product 	  hair 	  use 	  scalp 	  look 	  root 	  hair 	  product 	  burn 	  stop 	  use 	  product 	  head 	  shoulder 	  scalp 	  heal 	  sinc 	  move 	  product 																																											
124	  daughter 	  condition 	  dri 	  frizzi 	  condition 	  iv 	  afford 	  everyon 	  smell 	  creepy 	  day 	  someth 	  color 	  smell 	  work 	  someon 	  prank 	  search 	  ingredi 	  compar 	  respons 	  plea 	  chang 	  condition 	  work 	  chang 	  posit 	  someth 	  formula 																																		
125	  shampoo 	  product 	  dri 	  hair 	  mat 	  day 	  oil 	  treatment 	  girl 	  softer 	  hair 	  end 	  condition 	  rins 	  look 	  info 	  help 	  money 	  get 	  home 	  product 	  u 																																									
126	  way 	  conditioner 	  daughter 	  hair 	  dump 	  fill 	  water 	  highli 	  dissatisfi 	  product 																																																					
127	  suav 	  hair 	  blow 	  drie 	  waxi 	  half 	  day 	  use 	  condition 	  result 	  use 	  shampoo 	  wast 	  buy 	  conditioner 																																																
128	  condition 	  sleek 	  shampoo 	  month 	  diddnt 	  way 	  shampoo 	  hair 	  feel 	  waxi 	  feel 	  condition 	  thick 	  work 	  decentlyi 	  shampoo 																																															
129	  wife 	  hair 	  smoother 	  le 	  anyth 	  opposite 																																																									
130	  use 	  use 	  profession 	  shampoo 	  condition 	  year 	  work 	  consid 	  valu 	  avail 	  shampoo 	  conditioner 	  product 	  matrix 	  caus 	  scalp 	  break 	  sever 	  realiz 	  shampoo 	  help 	  stumbl 	  comment 	  research 	  tri 	  caus 	  problem 	  matrix 	  caus 	  problem 	  immedi 																																
131	  realli 	  product 	  year 	  feel 	  product 	  iv 	  smell 	  scent 	  bit 	  hair 	  product 																																																				
132	  hair 	  line 	  especi 	  store 	  shampoo 	  help 	  hair 	  condition 	  lot 	  movement 	  use 	  line 	  especi 	  light 	  glaze 	  flatironing 																																															
133	  use 	  iv 	  bit 	  snob 	  shampoo 	  drug 	  store 	  get 	  happen 	  pick 	  impress 	  hair 	  felt 	  realli 	  thing 	  shampoo 	  conditioner 	  conditioner 	  smell 	  dog 	  scent 	  get 	  wash 	  experi 	  shampoo 	  conditionerwho 	  scent 																																				
134	  love 	  condition 	  coupl 	  year 	  typic 	  brand 	  line 	  product 	  work 	  bottl 	  shampoo 	  hair 	  gotten 	  perman 	  heat 	  damag 	  reason 	  seem 	  thing 	  togeth 	  plu 	  scent 	  shampoo 	  scent 	  tropic 	  turn 	  line 	  anyon 	  damag 	  hair 																																	
135	  curli 	  save 	  product 																																																												
136	  comment 	  hair 	  condition 	  cowash 	  manag 	  absolut 	  love 	  conditioner 																																																							
137	  hair 	  shini 	  healthi 	  hair 	  feel 	  mani 	  friend 	  husband 	  use 	  suav 	  sleek 																																																				
138	  product 	  use 	  hair 	  attention 	  feel 																																																										
139	  shampoocondition 	  look 	  price 																																																												
140	  loooov 	  realli 																																																													
141	  line 	  condition 																																																													
142	  besid 	  help 	  curli 	  wavi 	  hair 	  condition 	  hair 	  product 	  affordable 	  suave 																																																					
143	  course 	  suav 	  coconut 	  condition 	  product 	  ill 	  daughter 	  thick 	  curli 	  hair 	  shower 	  time 	  mother 	  lot 	  money 	  hair 	  product 	  none 	  work 	  highli 																																											
144	  daughter 	  porou 	  hair 	  length 	  help 	  moisture 	  tangli 	  afro 	  lion 	  mane 	  look 	  hair 	  turn 	  hair 	  lion 	  mane 	  style 	  tri 	  hair 	  feel 	  plea 	  make 	  product 																																								
145	  peopl 	  product 	  waist 	  length 	  hair 	  use 	  chang 	  product 	  hour 	  comb 	  hair 	  tear 	  tangle 	  behalf 	  daughter 	  make 	  product 																																														
146	  awesom 	  tri 	  everyth 	  strawlik 	  hair 	  damag 	  heat 	  frizz 	  humid 	  feel 	  hopelessuntil 	  overpr 	  salon 	  shampoo 	  suav 	  chang 	  hair 	  week 	  work 																																												
147	  time 	  condition 	  leav 	  hair 	  manag 	  detangl 	  part 	  promotion 																																																							
148	  way 	  work 	  hair 	  frizz 	  everywher 	  shampoocondition 	  day 	  absolut 	  product 	  wash 	  instant 	  result 	  smell 	  realli 	  hair 																																																
149	  pleasantli 	  shampoocondition 	  hair 	  feel 	  differ 	  hair 	  comment 	  hair 	  work 	  salon 	  profession 	  product 	  discount 	  definit 	  product 	  price 																																															
150	  shelv 	  surpris 	  qualiti 	  shampoo 	  conditioner 	  price 	  smell 	  salon 	  qualiti 	  brand 	  use 	  straight 	  hair 	  hair 	  smell 																																																
151	  shampoocondition 	  find 	  brand 	  work 	  hair 	  plea 	  shelf 	  hair 	  shampoocondition 	  dri 	  keratin 																																																				
152	  hair 	  hair 	  start 	  use 	  product 	  hair 	  comb 	  love 	  stuff 	  antifrizz 	  cream 	  fizz 	  heat 	  protection 																																																	
153	  switch 	  becom 	  dri 	  age 	  use 	  hair 	  wonder 	  condition 	  anyon 	  silki 	  coarsedri 	  hair 	  thank 	  suave 																																																	
154	  hair 	  suav 	  shampoo 	  condition 	  month 	  use 	  matrix 	  exclus 	  year 	  seamless 	  breakup 	  matrix 	  im 	  fan 	  product 	  work 	  price 																																														
155	  hair 	  bit 	  get 	  wors 	  coast 	  humidity 	  color 	  treatment 	  regularli 	  alway 	  way 	  control 	  oil 	  treatment 	  cream 	  spray 	  none 	  im 	  crazi 	  time 	  appli 	  wash 	  day 	  series 	  product 	  time 	  use 	  need 	  condition 	  alreadi 	  realli 																																
156	  hair 	  day 	  review 	  part 	  promotion 																																																										
157	  product 	  dri 	  use 	  shampoo 	  help 	  hair 																																																									
158	  coupl 	  work 	  wonder 	  curli 	  hair 	  recommend 	  anyon 	  curli 	  hair 																																																						
159	  product 	  use 	  shampoo 	  condition 	  differ 	  hair 	  strength 	  frizz 	  summer 	  humidity 	  goe 	  way 	  condition 	  frizz 	  control 	  conditioner 	  review 	  part 	  promotion 																																												
160	  hair 	  curli 	  hair 																																																												
161	  use 	  curli 	  thick 	  store 	  buy 	  reason 	  price 	  budget 	  hair 	  outta 	  control 	  wait 	  littl 	  dri 	  hair 	  min 	  dri 	  dri 	  use 	  product 																																											
162	  love 	  shampoo 	  suav 	  im 	  shampoo 	  essenti 	  coconut 	  conditioner 	  combin 	  hair 	  growth 	  hair 	  fall 	  tub 	  review 	  part 	  promotion 																																														
163	  work 	  shampoo 	  hair 	  bargain 	  use 	  time 	  plu 	  itch 	  mani 	  shampoo 																																																					
164	  curli 	  expens 	  lot 	  product 																																																											
165	  love 	  hair 	  suav 	  shine 	  littl 	  fli 	  aways 	  price 	  quality 																																																						
166	  love 	  year 	  problem 	  hair 	  fall 	  tool 	  break 	  hair 	  product 	  contain 	  use 	  product 	  shampoo 	  hair 	  life 	  goodby 	  hello 	  healthi 	  hair 																																												
167	  coars 	  bit 	  itch 	  more…i 	  oil 																																																										
168	  love 	  product 																																																													
169	  realli 	  bit 	  itch 	  morei 	  oil 																																																										
170	  hair 	  enjoy 	  conditioner 	  bunch 	  thick 	  curli 	  dri 	  hair 	  pretti 	  use 	  smell 	  use 	  shampoo 	  feel 	  combo 	  hair 	  iv 	  le 	  frizz 	  time 	  hair 	  day 	  greasi 	  hair 	  frizzi 																																						
171	  product 	  shiny 	  manag 																																																												
172	  product 	  cannot 	  wonder 	  overpow 	  hair 	  product 	  restor 	  moistur 	  detangl 	  groom 	  condition 	  shampoo 	  everyon 	  pet 	  dog 	  cannot 	  alreadi 	  year 	  pet 	  mine 																																											
173	  hair 	  realli 	  scent 	  work 	  hair 																																																										
174	  conditioner 	  shini 	  smell 																																																												
175	  product 	  use 	  scent 	  bath 	  compani 	  conditioner 	  product 																																																								
176	  shampoo 	  control 	  frizzi 	  hair 	  make 	  scalp 	  itch 	  find 	  store 	  shampoo 	  receiv 	  shampoo 	  conditioner 	  item 	  order 	  quantiti 	  booo 																																														
177	  alberto 	  itll 	  hair 	  look 	  area 																																																										
178	  condition 	  sodium 	  lauryl 	  sulfat 	  respons 	  hair 	  dri 	  blond 	  curli 	  hair 	  lot 	  hair 	  dri 	  hair 	  scent 	  split 	  end 	  formula 	  matter 	  condition 	  help 	  look 	  shini 	  shampoosdoveneutrogena 	  tripl 	  moisture 	  tressemm 	  work 	  hair 	  hay 	  stickythank 																																
179	  smell 	  pantene 	  expert 	  collectionag 	  defy 	  hair 	  dull 	  volume 	  person 	  part 	  promotion 																																																				
180	  love 	  differ 	  agedfi 	  shampoo 	  dri 	  result 	  fizzy 	  product 	  sorri 	  review 	  part 	  promotion 																																																			
181	  definit 	  texture 	  hair 	  deal 	  wash 	  review 	  part 	  promotion 																																																							
182	  tri 	  prov 	  agedefi 	  conditioner 	  tri 	  pair 	  condition 	  togeth 	  condition 	  smell 	  vitamin 	  hair 	  lifeless 	  tri 	  condition 	  shampoo 	  think 	  result 	  purchas 	  condition 	  review 	  part 	  promotion 																																								
183	  iv 	  panten 	  prov 	  agedefi 	  condition 	  yesterday 	  hair 	  creami 	  smell 	  hair 	  look 	  littl 	  frizzi 	  day 	  burn 	  itch 	  i 	  today 	  hair 	  coars 	  feel 	  crunchy 	  swear 	  condition 	  bottle 	  review 	  part 	  promotion 																																			
184	  conditioner 	  use 	  prov 	  condition 	  month 	  differ 	  hair 	  hair 	  play 	  shampoo 	  conditioner 	  matter 	  label 	  claim 	  hair 	  hair 	  submission 	  condition 	  way 	  part 																																											
185	  product 	  smell 	  good 	  animal 	  someth 	  whenev 	  product 	  review 	  part 	  promotion 																																																					
186	  condition 	  bit 	  hair 	  hair 	  lot 	  use 	  condition 	  product 	  hair 	  test 	  product 	  time 	  iv 	  use 	  condition 	  time 	  product 	  hair 	  shini 	  smoothi 	  hair 	  product 	  heavi 	  end 	  limp 	  product 	  use 	  look 	  hair 	  product 	  peopl 																																
187	  use 	  scent 	  hair 	  hair 	  wet 	  way 	  frizzi 	  storm 	  ok 	  game 	  hair 	  shine 	  hair 	  otherwis 	  tri 	  opinion 	  decid 	  product 	  use 	  product 	  promotion 																																										
188	  hair 	  age 	  line 	  month 	  love 	  smell 	  product 	  shampoo 	  cannot 	  condition 	  review 	  use 	  lot 	  hair 	  bit 	  end 	  purchas 	  finish 	  oil 	  result 	  conditioner 	  compar 	  condition 	  product 	  miss 	  review 	  part 	  promotion 																																			
189	  report 	  le 	  hair 	  compar 	  use 	  hair 	  help 	  hair 	  frizziness 	  definit 	  hair 	  someth 	  review 	  part 	  promotion 																																																
190	  husband 	  product 	  colleg 	  tri 	  stop 	  condition 	  hair 	  manag 	  scent 	  experi 	  extrem 	  day 	  hair 	  hair 	  hair 	  move 	  condition 	  review 	  part 	  promotion 																																											
191	  love 	  use 	  product 	  time 	  prov 	  agedefi 	  conditioner 	  product 	  start 	  scent 	  medicinallik 	  smell 	  product 	  prov 	  agedefi 	  shampoo 	  conditioner 	  hair 	  scalp 	  hair 	  make 	  effort 	  wash 	  colourtr 	  hair 	  certainli 	  possibl 	  prov 	  agedefi 	  day 	  conditioner 																																
192	  iv 	  smell 	  condition 	  differ 	  hair 	  use 	  panteen 	  tri 	  think 	  brand 	  review 	  part 	  promotion 																																																		
193	  realli 	  use 	  product 	  week 	  alreadi 	  hair 	  feel 	  lot 	  im 	  excit 	  differ 	  week 	  buzz 	  review 	  part 	  promotion 																																															
194	  smell 	  impress 	  felt 	  hair 	  dull 	  smell 	  shampoo 	  review 	  part 	  promotion 																																																					
195	  use 	  work 	  hair 	  mayb 	  time 	  style 	  hair 	  review 	  part 	  promotion 																																																					
196	  bzzagent 	  week 	  feel 	  hair 	  mother 	  love 	  review 	  part 	  promotion 																																																						
